name,calories,totalfat,carbs,protein
"Fro les, raw",73,0.3,0.00 ,16.40
"Jackfruit, raw",95,0.6,23.25 ,1.72
"Litchis, dried",277,1.2,70.70 ,3.80
"Rutabaas, raw",37,0.2,8.62 ,1.08
"Cornsalad, raw",21,0.4,3.60 ,2.00
"Strudel, apple",274,11,41.10 ,3.30
"Oil, cupu assu",884,100,0.00 ,0.00
"Cherimoya, raw",75,0.7,17.71 ,1.57
"Cheese, tilsit",340,26,1.88 ,24.41
"Asparaus, raw",20,0.1,3.88 ,2.20
"Apricots, raw",48,0.4,11.12 ,1.40
"Broccoli, raw",34,0.4,6.64 ,2.82
"Cheese, brick",371,30,2.79 ,23.24
"Suars, brown",380,0,98.09 ,0.12
Candied fruit,322,0.1,82.74 ,0.34
"Bolona, beef",299,26,4.29 ,10.91
Blood sausae,379,35,1.29 ,14.60
"Nuts, almonds",579,50,21.55 ,21.15
"Shallots, raw",72,0.1,16.80 ,2.50
"Couscous, dry",376,0.6,77.43 ,12.76
"Candies, hard",394,0.2,98.00 ,0.00
Meat extender,311,3,34.71 ,41.71
"Syrups, maple",260,0.1,67.04 ,0.04
Sorhum rain,329,3.5,72.09 ,10.62
"Oil, hazelnut",884,100,0.00 ,0.00
"Pepeao, dried",298,0.4,81.03 ,4.82
"Purslane, raw",20,0.4,3.39 ,2.03
"Radishes, raw",16,0.1,3.40 ,0.68
"Rolls, french",277,4.3,50.20 ,8.60
"Baels, wheat",250,1.5,48.89 ,10.20
"KFC, Coleslaw",144,8.6,15.65 ,0.91
"Parsnips, raw",75,0.3,17.99 ,1.20
"Suars, maple",354,0.2,90.90 ,0.10
"Collards, raw",32,0.6,5.42 ,3.02
Rice crackers,416,5,82.64 ,10.00
"Cheese, colby",394,32,2.57 ,23.76
"Cheese, cream",350,34,5.52 ,6.15
"Bolona, pork",247,20,0.73 ,15.30
"Celeriac, raw",42,0.3,9.20 ,1.50
"Kumquats, raw",71,0.9,15.90 ,1.88
"Oat bran, raw",246,7,66.22 ,17.30
"Spelt, cooked",127,0.9,26.44 ,5.50
"Bread, cheese",408,21,44.83 ,10.42
"Bread, potato",266,3.1,47.07 ,12.50
"Kohlrabi, raw",27,0.1,6.20 ,1.70
"Cheese, swiss",393,31,1.44 ,26.96
"Cheese, ouda",356,27,2.22 ,24.94
Tomato powder,302,0.4,74.68 ,12.91
"Cheese, blue",353,29,2.34 ,21.40
"Cheese, brie",334,28,0.45 ,20.75
"Celtuce, raw",18,0.3,3.65 ,0.85
"Thyme, fresh",101,1.7,24.45 ,5.56
"Basil, fresh",23,0.6,2.65 ,3.15
"Rhubarb, raw",21,0.2,4.54 ,0.90
"Nopales, raw",16,0.1,3.33 ,1.32
"Syrups, malt",318,0,71.30 ,6.20
"Oil, teaseed",884,100,0.00 ,0.00
"Oil, sheanut",884,100,0.00 ,0.00
"Oil, babassu",884,100,0.00 ,0.00
"Lonans, raw",60,0.1,15.14 ,1.31
"Loquats, raw",47,0.2,12.14 ,0.43
"Epazote, raw",32,0.5,7.44 ,0.33
"Pumpkin, raw",26,0.1,6.50 ,1.00
"Carrots, raw",41,0.2,9.58 ,0.93
"Fish, surimi",99,0.9,6.85 ,15.18
"Cabbae, raw",25,0.1,5.80 ,1.28
"Cardoon, raw",17,0.1,4.07 ,0.70
"Abiyuch, raw",69,0.1,17.60 ,1.50
"Bread, wheat",267,3.2,48.68 ,10.72
"Cheese, edam",357,28,1.43 ,24.99
"Cheese, feta",264,21,4.09 ,14.21
"Pummelo, raw",38,0,9.62 ,0.76
"Quinces, raw",57,0.1,15.30 ,0.40
Cracker meal,383,1.7,80.90 ,9.30
"Roselle, raw",49,0.6,11.31 ,0.96
"Soursop, raw",66,0.3,16.84 ,1.00
"Oil, coconut",892,99,0.00 ,0.00
"Wheat, durum",339,2.5,71.13 ,13.68
"KFC, biscuit",358,17,43.55 ,7.50
Millet flour,382,4.3,75.12 ,10.75
"Aruula, raw",25,0.7,3.65 ,2.58
Potato flour,357,0.3,83.10 ,6.90
"Litchis, raw",66,0.4,16.53 ,0.83
"Teff, cooked",101,0.7,19.86 ,3.87
"Spinach, raw",23,0.4,3.63 ,2.86
"Oil, mustard",884,100,0.00 ,0.00
"Oil, avocado",884,100,0.00 ,0.00
Phyllo douh,299,6,52.60 ,7.10
"Lentils, raw",352,1.1,63.35 ,24.63
"Fat, chicken",900,100,0.00 ,0.00
"Cassava, raw",160,0.3,38.06 ,1.36
"Turnips, raw",28,0.1,6.43 ,0.90
"Bananas, raw",89,0.3,22.84 ,1.09
"Papayas, raw",43,0.3,10.82 ,0.47
Fruit syrup,341,0,85.13 ,0.00
"Chives, raw",30,0.7,4.35 ,3.27
Carob flour,222,0.7,88.88 ,4.62
Prune puree,257,0.2,65.10 ,2.10
"Salt, table",0,0,0.00 ,0.00
Chewin um,360,0.3,96.70 ,0.00
"Fat, turkey",900,100,0.00 ,0.00
"Tofu, fried",270,20,8.86 ,18.82
"Borae, raw",21,0.7,3.06 ,1.80
"Manos, raw",60,0.4,14.98 ,0.82
"arlic, raw",149,0.5,33.06 ,6.36
"Endive, raw",17,0.2,3.35 ,1.25
Tofu yourt,94,1.8,15.96 ,3.50
"Celery, raw",16,0.2,2.97 ,0.69
"Baels, e",278,2.1,53.00 ,10.60
"Bulur, dry",342,1.3,75.87 ,12.29
"Feijoa, raw",61,0.4,15.21 ,0.71
"Millet, raw",378,4.2,72.85 ,11.02
"Ham, minced",263,21,1.84 ,16.28
"Oil, almond",884,100,0.00 ,0.00
"Oil, walnut",884,100,0.00 ,0.00
"Jujube, raw",79,0.2,20.23 ,1.20
"Oil, canola",884,100,0.00 ,0.00
"Syrup, Cane",269,0,73.14 ,0.00
"Onions, raw",40,0.1,9.34 ,1.10
Clif Z bar,409,9.7,74.72 ,5.55
Fish broth,16,0.6,0.40 ,2.00
"Fat, oose",900,100,0.00 ,0.00
"Bread, rye",259,3.3,48.30 ,8.50
"Eppaw, raw",150,1.8,31.68 ,4.60
"Limes, raw",30,0.2,10.54 ,0.70
"Pie, peach",224,10,32.90 ,1.90
"Pears, raw",57,0.1,15.23 ,0.36
"Plums, raw",46,0.3,11.42 ,0.70
"Rowal, raw",111,2,23.90 ,2.30
"Beets, raw",43,0.2,9.56 ,1.61
"Bread, e",287,6,47.80 ,9.50
Buckwheat,343,3.4,71.50 ,13.25
"Oil, palm",884,100,0.00 ,0.00
"Fat, duck",882,100,0.00 ,0.00
Triticale,336,2.1,72.13 ,13.05
Rye rain,338,1.6,75.86 ,10.34
"Dock, raw",22,0.7,3.20 ,2.00
"Kale, raw",49,0.9,8.75 ,4.28
"Okra, raw",33,0.2,7.45 ,1.93
"Taro, raw",112,0.2,26.46 ,1.50
"Fis, raw",74,0.3,19.18 ,0.75
"oat, raw",109,2.3,0.00 ,20.60
Molasses,290,0.1,74.73 ,0.00
Zwieback,426,9.7,74.20 ,10.10
"Yam, raw",118,0.2,27.88 ,1.53
"Oil, oat",884,100,0.00 ,0.00
Jellies,266,0,69.95 ,0.15
Eno,88,4.2,8.05 ,4.55
Catsup,101,0.1,27.40 ,1.04
Tempeh,192,11,7.64 ,20.29
Wasabi,292,11,46.13 ,2.23
Honey,304,0,82.40 ,0.30
Natto,211,11,12.68 ,19.40
Okara,76,1.7,12.23 ,3.52
Papad,371,3.3,59.87 ,25.56
Lard,902,100,0.00 ,0.00
Oats,389,6.9,66.27 ,16.89
Miso,198,6,25.37 ,12.79
Poi,112,0.1,27.23 ,0.38
"Spices, dried, oreano",265,4.3,68.92 ,9.00
"Wined bean leaves, raw",74,1.1,14.10 ,5.85
"Corn, raw, white, sweet",86,1.2,19.02 ,3.22
"Wheat flour, whole-rain",340,2.5,71.97 ,13.21
"CRACKER BARREL, coleslaw",175,13,13.01 ,0.89
"Fish, raw, kin, mackerel",105,2,0.00 ,20.28
"Cookies, chocolate wafers",433,14,72.70 ,6.60
"Mushrooms, raw, portabella",22,0.4,3.87 ,2.11
"Fish, raw, striped, mullet",117,3.8,0.00 ,19.35
"E, poached, cooked, whole",143,9.5,0.71 ,12.51
"Noodles, chow mein, chinese",475,15,72.80 ,8.11
"Oil, cold pressed, flaxseed",884,100,0.00 ,0.11
"Triticale flour, whole-rain",338,1.8,73.14 ,13.18
"Cheese, queso anejo, mexican",373,30,4.63 ,21.44
"Smelt, dried (Alaska Native)",386,18,0.00 ,56.19
"Lamb, broiled, cooked, round",283,20,0.00 ,24.75
"Tofu, dried-frozen (koyadofu)",477,30,10.03 ,52.47
Poultry salad sandwich spread,200,14,7.41 ,11.64
"Salami, beef and pork, cooked",336,26,2.40 ,21.85
"Rice flour, unenriched, white",366,1.4,80.13 ,5.95
"Yourt, nonfat, fruit variety",95,0.2,19.00 ,4.40
"Babyfood, veetable, crackers",477,20,66.85 ,8.40
"Babyfood, fruit, baby, cookie",435,13,73.70 ,6.80
"Chicken, raw, iblets, capons",130,5.2,1.42 ,18.28
"Fish, raw, mixed species, roe",143,6.4,1.50 ,22.32
"Fish, smoked, chinook, salmon",117,4.3,0.00 ,18.28
HOUSE FOODS Premium Firm Tofu,85,4.2,0.97 ,10.92
"Crackers, whole rain, cheese",412,16,57.29 ,9.62
"Seeds, hih-fat, sesame flour",526,37,26.62 ,30.78
"Peppers, canned, reen, chili",21,0.3,4.60 ,0.72
"E, raw, fresh, whole, quail",158,11,0.41 ,13.05
"Pumpkin, without salt, canned",34,0.3,8.09 ,1.10
"Dove, cooked (includes squab)",213,13,0.00 ,23.90
"Beveraes, orane, carbonated",48,0,12.30 ,0.00
"Kefir, LIFEWAY, plain, lowfat",41,0.9,4.48 ,3.79
"Candies, ALMOND JOY Candy Bar",479,27,59.51 ,4.13
"Cheese substitute, mozzarella",248,12,23.67 ,11.47
"Crustaceans, raw, queen, crab",90,1.2,0.00 ,18.50
"Wheat, cooked, KAMUT khorasan",132,0.8,27.60 ,5.71
"Sauce, ready-to-serve, hoisin",220,3.4,44.08 ,3.31
"Sauce, ready-to-serve, oyster",51,0.3,10.92 ,1.35
"Noodles, dry, somen, japanese",356,0.8,74.10 ,11.35
"Crackers, reduced fat, cheese",418,12,68.19 ,10.00
"Cookies, reduced fat, oatmeal",365,10,64.62 ,4.02
"Cranberries, sweetened, dried",308,1.1,82.80 ,0.17
"Cheese, queso cotija, mexican",366,30,3.97 ,20.00
"Rolls, hard (includes kaiser)",293,4.3,52.70 ,9.90
"Ostrich, cooked, inside strip",164,4.3,0.00 ,29.37
"SILK Liht Chocolate, soymilk",49,0.6,9.05 ,2.06
"Candies, suar-coated almonds",474,18,68.26 ,10.00
"KELLO'S, Corn Flakes Crumbs",367,0.4,84.40 ,7.50
"Cheese, queso seco, dry white",325,24,2.04 ,24.51
"Fish, raw, wild, coho, salmon",146,5.9,0.00 ,21.62
"Beets, drained solids, canned",31,0.1,7.21 ,0.91
"Beef, reduced sodium, bolona",310,28,2.00 ,11.70
"Fast foods, hot fude, sundae",180,5.5,30.17 ,3.57
"KEEBLER, Iced Oatmeal Cookies",467,18,69.50 ,6.50
"Ice creams, fat free, vanilla",138,0,30.06 ,4.48
"Turkey Pot Pie, frozen entree",176,8.8,17.70 ,6.50
"Peanut butter, reduced sodium",590,50,21.83 ,24.00
"Oil, salad or cookin, peanut",884,100,0.00 ,0.00
"Turkey, raw, meat only, whole",112,1.9,0.14 ,22.64
"Syrups, fude-type, chocolate",350,8.9,62.90 ,4.60
"Corn, steamed (Navajo), white",386,5.2,75.20 ,9.72
"Fish, raw, mixed species, eel",184,12,0.00 ,18.44
"Spices, dried, coriander leaf",279,4.8,52.10 ,21.93
"Popovers, unenriched, dry mix",371,4.3,71.00 ,10.40
"Lemon rass (citronella), raw",99,0.5,25.31 ,1.82
"Candies, with almonds, nouat",398,1.7,92.39 ,3.33
"Fish, raw, Atlantic, mackerel",205,14,0.00 ,18.60
"Candies, REESE'S PIECES Candy",497,25,59.86 ,12.46
"Sauce, ready-to-serve, cheese",174,13,6.83 ,6.71
"Noodles, unenriched, dry, e",384,4.4,71.27 ,14.16
"E, scrambled, cooked, whole",149,11,1.61 ,9.99
"E, raw, fresh, whole, oose",185,13,1.35 ,13.87
"Jujube, dried, fresh, Chinese",281,0.5,72.52 ,4.72
"IRL SCOUTS, Trefoils Cookies",498,23,68.00 ,5.70
"Quail, raw, meat only, breast",123,3,0.00 ,22.59
"Blueberries, sweetened, dried",317,2.5,80.00 ,2.50
"McDONALD'S, Hot Mustard Sauce",190,7.3,29.08 ,2.60
"Candies, PAYDAY Bar, HERSHEYS",490,25,52.88 ,13.44
"Sauce, ready-to-serve, tartar",211,17,13.30 ,1.00
Pulled pork in barbecue sauce,168,4.4,18.74 ,13.19
"Sauce, thick, white, homemade",186,14,11.61 ,3.99
"Veal, broiled, cooked, round",172,7.6,0.00 ,24.38
"Bison, raw, rass-fed, round",146,7.2,0.05 ,20.23
"Bread, bollilo, Mexican, roll",318,5.8,55.77 ,10.65
"McDONALD'S, Chicken McNUETS",302,20,15.09 ,15.79
"Currants, raw, european black",63,0.4,15.38 ,1.40
"Pineapple, all varieties, raw",50,0.1,13.12 ,0.54
"Fish, raw, Atlantic, wolffish",96,2.4,0.00 ,17.50
"Cereals ready-to-eat, FAMILIA",388,6.3,73.80 ,9.50
"Leavenin aents, bakin soda",0,0,0.00 ,0.00
"Asparaus, unprepared, frozen",24,0.2,4.10 ,3.23
"Enlish muffins, whole-wheat",203,2.1,40.40 ,8.80
"Ice creams, liht, chocolate",187,7.2,25.70 ,5.00
"Crackers, wheat, melba toast",374,2.3,76.40 ,12.90
"Crackers, plain, melba toast",390,3.2,76.60 ,12.10
"Crackers, plain, wafers, rye",334,0.9,80.40 ,9.60
"Apples, with skin, ala, raw",57,0.1,13.68 ,0.25
"Fish, dry heat, cooked, lin",111,0.8,0.00 ,24.35
"Fish, dry heat, cooked, cusk",112,0.9,0.00 ,24.35
"Peanut spread, reduced suar",650,55,14.23 ,24.80
"Beerwurst, pork, beer salami",238,19,2.06 ,14.24
"Babyfood, junior, beef, meat",81,2.5,2.43 ,12.03
"Peppers, sauteed, red, sweet",133,13,6.57 ,1.04
"Tree fern, with salt, cooked",40,0.1,10.78 ,0.29
"Pheasant, meat and skin, raw",181,9.3,0.00 ,22.70
"Oil, salad or cookin, olive",884,100,0.00 ,0.00
"Squash, raw, hubbard, winter",40,0.5,8.70 ,2.00
"Rambutan, syrup pack, canned",82,0.2,20.87 ,0.65
"Fish, raw, Atlantic, herrin",158,9,0.00 ,17.96
"Bolona, beef, pork, chicken",272,23,5.61 ,11.33
"DENNY'S, olden fried shrimp",319,20,20.93 ,13.88
"McDONALD'S, Hot Fude Sundae",186,5.9,30.05 ,4.14
"Fish, raw, spanish, mackerel",139,6.3,0.00 ,19.29
"PEPPERIDE FARM, White Bread",280,5.1,50.20 ,0.01
"Crackers, low sodium, cheese",503,25,58.20 ,10.10
"USDA Commodity, canned, pork",196,13,0.59 ,19.40
Orane Pineapple Juice Blend,51,0.1,12.20 ,0.41
"Beveraes, hard cider, AMBER",56,0,5.92 ,0.00
"Babyfood, apple-banana juice",51,0.1,12.30 ,0.20
"Spices, round, mustard seed",508,36,28.09 ,26.08
"ON THE BORDER, refried beans",144,5,17.52 ,7.30
"Cornmeal, white, whole-rain",362,3.6,76.89 ,8.12
"round turkey, raw, fat free",112,2,0.00 ,23.57
"Kanpyo, (dried ourd strips)",258,0.6,65.03 ,8.58
"Pancakes, reduced fat, plain",269,1.9,57.32 ,5.71
"Tennis Bread, plain (Apache)",258,1.1,53.26 ,9.00
"USDA Commodity, canned, beef",246,18,0.00 ,20.52
"Cockles, raw (Alaska Native)",79,0.7,4.70 ,13.50
"Yourt, lowfat, plain, reek",73,1.9,3.94 ,9.95
"Apples, with skin, fuji, raw",63,0.2,15.22 ,0.20
"Cheese, low sodium, parmesan",451,30,3.70 ,41.60
"Peppers, canned, hot pickled",22,0.4,4.56 ,0.80
"McDONALD'S, Hotcakes (plain)",228,5.8,38.27 ,6.00
"Lettuce, raw, cos or romaine",17,0.3,3.29 ,1.23
"MURRAY, JACKS Vanilla Wafers",438,12,78.10 ,4.80
"Noodles, dry, soba, japanese",336,0.7,74.62 ,14.38
"Beveraes, powder, Cocoa mix",398,4,83.73 ,6.67
"ame meat, raw, round, deer",157,7.1,0.00 ,21.78
"Dessert toppin, pressurized",264,22,16.07 ,0.98
"Cheese, reduced fat, cheddar",309,20,4.06 ,27.35
"Cream, liht whippin, fluid",292,31,2.96 ,2.17
"Cream, heavy whippin, fluid",340,36,2.74 ,2.84
"Pinon Nuts, roasted (Navajo)",541,34,51.06 ,7.41
"Mothbeans, raw, mature seeds",343,1.6,61.52 ,22.94
"Bread, toasted, pumpernickel",275,3.4,52.20 ,9.50
"Bread, enriched, white, pita",275,1.2,55.70 ,9.10
"Beef, raw, round, rass-fed",198,13,0.00 ,19.42
"Muffins, dry mix, wheat bran",396,12,73.00 ,7.10
"Candies, semisweet chocolate",480,30,63.90 ,4.20
"Sauce, dry, cheese sauce mix",438,18,60.52 ,7.68
"Cranberry juice, unsweetened",46,0.1,12.20 ,0.39
"Ostrich, cooked, tip trimmed",145,2.6,0.00 ,28.49
"Cake, dry mix, liht, yellow",404,5.5,84.10 ,4.70
"Buckwheat flour, whole-roat",335,3.1,70.59 ,12.62
"Sweet potato, mashed, canned",101,0.2,23.19 ,1.98
"Sausae, smoked, hot, turkey",158,8.8,4.65 ,15.05
"Pastrami, 98% fat-free, beef",95,1.2,1.54 ,19.60
"Fish, dry heat, cooked, scup",135,3.5,0.00 ,24.21
"Fish, dry heat, cooked, spot",158,6.3,0.00 ,23.73
"Rice, raw, lon-rain, brown",367,3.2,76.25 ,7.54
"Babyfood, junior, lamb, meat",112,5.2,0.00 ,15.20
"Oil, and olive, peanut, corn",884,100,0.00 ,0.00
"Soy flour, roasted, full-fat",439,22,30.38 ,38.09
"Fish, dry heat, cooked, carp",162,7.2,0.00 ,22.86
"Fish, raw, european, anchovy",131,4.8,0.00 ,20.35
"ame meat, raw, wild, rabbit",114,2.3,0.00 ,21.79
"PACE, Dry Taco Seasonin Mix",188,0,56.29 ,0.00
"Alfalfa seeds, raw, sprouted",23,0.7,2.10 ,3.99
"Squash, raw (Navajo), Indian",26,0.2,5.64 ,0.52
"Fish, raw, Atlantic, croaker",104,3.2,0.00 ,17.78
"SMART SOUP, reek Minestrone",40,0.5,8.40 ,1.70
"Cream, lowfat, half and half",72,5,3.33 ,3.33
"Babyfood, mixed fruit, juice",47,0.1,11.70 ,0.10
"Milk shakes, thick chocolate",119,2.7,21.15 ,3.05
"rapefruit juice, raw, white",39,0.1,9.20 ,0.50
"Babyfood, arrowroot, cookies",424,10,75.40 ,7.60
"Fish, raw, Atlantic, pollock",92,1,0.00 ,19.44
"E, raw, fresh, whole, duck",185,14,1.45 ,12.81
"McDONALD'S, Sausae McMUFFIN",333,21,24.52 ,12.66
HEALTHY REQUEST Tomato juice,21,0,4.53 ,0.82
"Crackers, whole-wheat, matzo",351,1.5,78.90 ,13.10
"Soup, dry, cubed, beef broth",170,4,16.10 ,17.30
"Puddins, ready-to-eat, rice",108,2.2,18.39 ,3.23
"Pectin, dry mix, unsweetened",325,0.3,90.40 ,0.30
"Candies, CARAMELLO Candy Bar",462,21,63.81 ,6.19
"Veal, raw, external fat only",503,52,0.89 ,8.85
"Seeds, raw, breadfruit seeds",191,5.6,29.24 ,7.40
"Mushrooms, stir-fried, white",26,0.3,4.04 ,3.58
"Snacks, rolls, fruit leather",371,3,85.80 ,0.10
"Sauce, thin, white, homemade",105,6.7,7.40 ,3.77
"Sauce, ready-to-serve, salsa",29,0.2,6.64 ,1.52
"Peppers, raw, red, hot chili",40,0.4,8.81 ,1.87
"Squash, raw, scallop, summer",18,0.2,3.84 ,1.20
"Currants, raw, red and white",56,0.2,13.80 ,1.40
"Crustaceans, raw, blue, crab",87,1.1,0.04 ,18.06
"Pie fillins, cherry, canned",115,0.1,28.00 ,0.37
"Yourt, nonfat, plain, reek",59,0.4,3.60 ,10.19
"Crackers, reduced fat, wheat",444,13,71.52 ,9.34
"ravy, powder, dry, mushroom",328,4,64.66 ,10.00
"ravy, dry, unspecified type",344,8,58.00 ,13.00
"Seeds, low-fat, sesame flour",333,1.8,35.51 ,50.14
"Mushrooms, microwaved, white",35,0.5,6.04 ,3.91
"Beveraes, AMP, Enery drink",46,0.1,12.08 ,0.25
SILK Black Cherry soy yourt,88,1.2,17.06 ,2.35
"Snack, oriinal bar, BALANCE",415,12,48.73 ,28.00
"Beveraes, well, tap, water",0,0,0.00 ,0.00
"Chrysanthemum, raw, arland",24,0.6,3.02 ,3.36
"Stew, moose (Alaska Native)",55,0.5,6.00 ,6.60
"Ice creams, rich, chocolate",251,17,19.78 ,4.72
"Oil, walrus (Alaska Native)",900,100,0.00 ,0.00
"rapefruit juice, raw, pink",39,0.1,9.20 ,0.50
"Babyfood, junior, ham, meat",97,3.8,3.70 ,11.30
"Radish seeds, raw, sprouted",43,2.5,3.60 ,3.81
"MORI-NU, firm, silken, Tofu",62,2.7,2.40 ,6.90
"MORI-NU, soft, silken, Tofu",55,2.7,2.90 ,4.80
"Bread, rye, reduced-calorie",203,2.9,40.50 ,9.10
"Snacks, air-popped, popcorn",387,4.5,77.78 ,12.94
"Muffins, dry mix, blueberry",293,3.3,61.00 ,3.48
"Frankfurter, unheated, beef",316,28,3.36 ,11.16
"Turkey, raw, iblets, whole",124,5.1,0.07 ,18.18
"Corn puddin, home prepared",131,5,16.97 ,4.42
"Popovers, enriched, dry mix",371,4.3,71.00 ,10.40
"Soybeans, raw, mature seeds",446,20,30.16 ,36.49
"Beef sausae, cooked, fresh",332,28,0.35 ,18.21
"Luncheon meat, canned, pork",334,30,2.10 ,12.50
"MURRAY, Vanilla Suar Wafer",527,26,70.00 ,3.90
"Radishes, raw, white icicle",14,0.1,2.63 ,1.10
"Vinespinach, raw, (basella)",19,0.3,3.40 ,1.80
"Syrups, hih-fructose, corn",281,0,76.00 ,0.00
"Stew, steamed corn (Navajo)",112,3.8,10.80 ,8.82
"OSCAR MAYER, Bolona (beef)",316,29,2.45 ,11.05
"Ostrich, raw, outside strip",120,2.2,0.00 ,23.36
"Milk, fluid, indian buffalo",97,6.9,5.18 ,3.75
"Nuts, dried, black, walnuts",619,59,9.58 ,24.06
"ON THE BORDER, Mexican rice",195,4.9,34.15 ,3.56
"Mushrooms, raw, Chanterelle",38,0.5,6.86 ,1.49
"McDONALD'S, Baked Apple Pie",323,16,43.62 ,3.07
"McDONALD'S, Sausae Biscuit",376,25,27.20 ,9.62
"CHICK-FIL-A, Chick-n-Strips",228,11,10.39 ,21.40
"Edamame, unprepared, frozen",109,4.7,7.61 ,11.22
"Mollusks, raw, blue, mussel",86,2.2,3.69 ,11.90
"Quail, total edible, cooked",227,14,0.00 ,25.10
"Cereals, dry, CREAM OF RICE",370,0.5,82.40 ,6.30
"LEAN POCKETS, Ham N Cheddar",230,6.5,32.52 ,10.28
"Snacks, tropical, trail mix",442,17,65.60 ,6.30
"Nuts, full fat, acorn flour",501,30,54.65 ,7.49
"Sauce, ready-to-serve, fish",35,0,3.64 ,5.06
"Fish, raw, european, turbot",95,3,0.00 ,16.05
"Fast foods, caramel, sundae",196,6,31.81 ,4.71
"Pie fillins, canned, apple",100,0.1,26.10 ,0.10
"Sauce, ready-to-serve, plum",184,1,42.81 ,0.89
"Ostrich, cooked, inside le",141,1.9,0.00 ,29.01
"ravy, mushroom, CAMPBELL'S",34,1.7,5.08 ,0.00
"Snacks, smoked, beef sticks",550,50,5.40 ,21.50
"Cheese, whole milk, ricotta",174,13,3.04 ,11.26
SILK French Vanilla Creamer,133,6.7,20.00 ,0.00
"Bread, canned, boston brown",195,1.5,43.30 ,5.20
"Cheese, queso blanco, white",310,24,2.53 ,20.38
"Cheese, queso fresco, fresh",299,24,2.98 ,18.09
"Beveraes, powder, Lemonade",376,1.1,97.57 ,0.00
"Apricots, sweetened, frozen",98,0.1,25.10 ,0.70
"Muffins, toaster-type, corn",346,11,57.90 ,5.30
"Tomatoes, cooked, ripe, red",18,0.1,4.01 ,0.95
"Squash, raw, baby, zucchini",21,0.4,3.11 ,2.71
HORMEL Canadian Style Bacon,122,4.9,1.87 ,16.88
"McDONALD'S, QUARTER POUNDER",244,12,22.17 ,14.10
"Brotwurst, link, beef, pork",323,28,2.98 ,14.30
"Pork, cooked, round, fresh",297,21,0.00 ,25.69
"Sausae, raw, pork, Italian",346,31,0.65 ,14.25
Ham and cheese loaf or roll,241,19,4.00 ,13.60
"CRACKER BARREL, steak fries",255,13,30.87 ,3.26
"McDONALD'S, Sausae Burrito",277,16,22.97 ,11.10
"Candies, CHUNKY Bar, NESTLE",475,28,60.00 ,7.50
"Fish, raw, freshwater, drum",119,4.9,0.00 ,17.54
"Pate, canned, chicken liver",201,13,6.55 ,13.45
"BURER KIN, Chicken Strips",292,15,20.49 ,18.20
"Pork, raw, salt pork, cured",748,81,0.00 ,5.05
"Cereals ready-to-eat, ALPEN",352,3.3,75.70 ,11.20
"Liht ice cream, Creamsicle",165,3.1,32.75 ,1.54
"Toppins, marshmallow cream",322,0.3,79.00 ,0.80
"Fish, raw, Pacific, herrin",195,14,0.00 ,16.39
"Sandwich spread, beef, pork",235,17,11.94 ,7.66
"Nuts, hazelnuts or filberts",628,61,16.70 ,14.95
"Babyfood, teethin biscuits",392,4.2,76.40 ,10.70
"PACE, Oranic Picante Sauce",25,0,6.25 ,0.00
"Peppers, raw, yellow, sweet",27,0.2,6.32 ,1.00
"Fish, raw, florida, pompano",164,9.5,0.00 ,18.48
"Potato salad, home-prepared",143,8.2,11.17 ,2.68
"IRL SCOUTS, Chalet Cookies",478,19,72.30 ,4.20
"IRL SCOUTS, Samoas Cookies",489,26,64.10 ,3.50
"Cheese, semisoft type, oat",364,30,0.12 ,21.58
"ame meat, raw, round, elk",172,8.8,0.00 ,21.76
"Candies, unsweetened, carob",540,31,56.29 ,8.15
"Babyfood, toddler, potatoes",52,0.1,11.73 ,1.00
"Veal, cooked, seam fat only",505,50,2.11 ,11.16
"Sauce, ready-to-serve, duck",245,0.1,60.61 ,0.36
"Corn dos, prepared, frozen",250,12,26.96 ,8.57
"Seeds, paste, sesame butter",586,51,24.05 ,18.08
"Noodles, enriched, dry, e",384,4.4,71.27 ,14.16
"Persimmons, dried, japanese",274,0.6,73.43 ,1.38
"Carrots, unprepared, frozen",36,0.5,7.90 ,0.78
"Carambola, raw, (starfruit)",31,0.3,6.73 ,1.04
"Fast foods, chicken tenders",271,14,17.25 ,19.22
"Beans, home prepared, baked",155,5.2,21.63 ,5.54
"Cream, half and half, fluid",123,10,4.73 ,3.13
"SILK Liht Vanilla, soymilk",33,0.8,4.12 ,2.47
"Turnips, unprepared, frozen",16,0.2,2.94 ,1.04
"PACE, Cilantro Chunky Salsa",25,0,6.25 ,0.00
"PACE, Chipotle Chunky Salsa",25,0,6.25 ,0.00
"Jams and preserves, apricot",242,0.2,64.40 ,0.70
"Butter, with salt, whipped",718,78,2.87 ,0.49
"Ham, cooked, smoked, honey",122,2.4,7.27 ,17.93
"Spahetti, cooked, spinach",130,0.6,26.15 ,4.58
"Bockwurst, raw, veal, pork",301,26,2.95 ,14.03
"uinea hen, raw, meat only",110,2.5,0.00 ,20.64
"Cookies, soft-type, raisin",401,14,68.00 ,4.10
"Squash, raw, acorn, winter",40,0.1,10.42 ,0.80
"Candies, KIT KAT Wafer Bar",518,26,64.59 ,6.51
"Peppers, raw, reen, sweet",20,0.2,4.64 ,0.86
"Turkey sausae, raw, fresh",155,8.1,0.47 ,18.79
"DENNY'S, top sirloin steak",182,7.3,0.14 ,28.90
"Pomeranate juice, bottled",54,0.3,13.13 ,0.15
